Date,Open,Change,binChange
2020-01-02,6684.1,-0.01775191406192589,0
2020-01-03,6690.6,0.0009724570248799136,1
2020-01-06,6733.1,0.00635219561773237,1
2020-01-07,6735.7,0.0003861519953660686,1
2020-01-08,6826.4,0.013465564083910975,1
2020-01-09,6817.6,-0.0012891128559707754,0
2020-01-10,6874.2,0.008302041774231217,1
2020-01-13,6929.0,0.00797183672281876,1
2020-01-14,6903.7,-0.003651320536874003,0
2020-01-15,6965.5,0.008951721540623181,1
2020-01-16,6994.8,0.004206446055559532,1
2020-01-17,7041.8,0.006719277177331673,1
2020-01-20,7064.1,0.003166803942173946,1
2020-01-21,7079.5,0.0021800370889426546,1
2020-01-22,7066.3,-0.00186453845610568,0
2020-01-23,7132.7,0.009396713980442284,1
2020-01-24,7088.0,-0.006266911548221565,0
2020-01-28,6994.5,-0.013191309255079053,0
2020-01-29,6994.5,0.0,0
2020-01-30,7031.3,0.005261276717420937,1
2020-01-31,7008.4,-0.003256865728954894,0
2020-02-03,7017.2,0.0012556360938302813,1
2020-02-04,6923.3,-0.01338140568887869,0
2020-02-05,6988.6,0.00943191830485457,1
2020-02-06,6987.9,-0.00010016312280014539,0
2020-02-07,7045.2,0.008199888378482845,1
2020-02-10,7022.6,-0.0032078578322829454,0
2020-02-11,7017.2,-0.0007689459744254501,0
2020-02-12,7055.3,0.005429516046286276,1
2020-02-13,7088.2,0.004663161027879781,1
2020-02-14,7103.2,0.0021161931096751463,1
2020-02-17,7130.2,0.003801103727897326,1
2020-02-18,7125.1,-0.0007152674539282478,0
2020-02-19,7113.8,-0.0015859426534364784,0
2020-02-20,7144.6,0.004329612865135335,1
2020-02-21,7162.5,0.0025053886851607032,1
2020-02-24,7120.9,-0.005808027923211223,0
2020-02-25,6978.3,-0.02002555856703503,0
2020-02-26,6866.6,-0.016006763825000325,0
2020-02-27,6709.3,-0.022907989397955353,0
2020-02-28,6657.9,-0.007661007854768864,0
2020-03-02,6438.9,-0.032893254629838276,0
2020-03-03,6391.5,-0.007361505847272021,0
2020-03-04,6435.7,0.00691543456152699,1
2020-03-05,6325.4,-0.017138772783069522,0
2020-03-06,6395.7,0.011113921649223757,1
2020-03-09,6216.2,-0.02806573166346138,0
2020-03-10,5760.6,-0.07329236511051762,0
2020-03-11,5939.6,0.03107315210221162,1
2020-03-12,5725.9,-0.035978853794868426,0
2020-03-13,5304.6,-0.07357795281091173,0
2020-03-16,5539.3,0.04424461787882206,1
2020-03-17,5002.0,-0.09699781560847043,0
2020-03-18,5293.4,0.058256697321071416,1
2020-03-19,4953.2,-0.0642687119809574,0
2020-03-20,4782.9,-0.034381813776952264,0
2020-03-23,4753.9,-0.006063267055552046,0
2020-03-24,4546.0,-0.04373251435663339,0
2020-03-25,4735.7,0.04172899252089746,1
2020-03-26,4998.1,0.05540891526067959,1
2020-03-27,5113.3,0.02304875852824062,1
2020-03-30,4842.4,-0.05297948487278281,0
2020-03-31,5181.4,0.07000660829340832,1
2020-04-01,5076.8,-0.02018759408654025,0
2020-04-02,5258.6,0.035809959029309946,1
2020-04-03,5154.3,-0.019834176396759662,0
2020-04-06,5067.5,-0.01684030809227255,0
2020-04-07,5306.8,0.04722249629995079,1
2020-04-08,5252.3,-0.010269842466269719,0
2020-04-09,5206.9,-0.008643832225882053,0
2020-04-14,5387.3,0.03464633467130174,1
2020-04-15,5488.1,0.018710671393833644,1
2020-04-16,5466.7,-0.0038993458574007045,0
2020-04-17,5416.3,-0.009219455978926927,0
2020-04-20,5486.3,0.012923951775197118,1
2020-04-21,5353.0,-0.0242968849680113,0
2020-04-22,5221.3,-0.024603026340369816,0
2020-04-23,5221.2,-1.9152318388226952e-05,0
2020-04-24,5217.1,-0.0007852600934650233,0
2020-04-27,5242.6,0.004887772900653564,1
2020-04-28,5321.4,0.015030709953076649,1
2020-04-29,5313.1,-0.0015597399180665716,0
2020-04-30,5393.4,0.015113587171331044,1
2020-05-01,5522.4,0.023918122149293675,1
2020-05-04,5245.9,-0.05006881066203095,0
2020-05-05,5319.8,0.014087191902247609,1
2020-05-06,5407.1,0.016410391368096633,1
2020-05-07,5384.6,-0.004161195465221645,0
2020-05-08,5378.7,-0.0010957174163356287,0
2020-05-11,5405.9,0.005056984029598199,1
2020-05-12,5461.2,0.010229563994894608,1
2020-05-13,5403.0,-0.01065699846187651,0
2020-05-14,5421.7,0.0034610401628725196,1
2020-05-15,5328.7,-0.01715329140306543,0
2020-05-18,5404.8,0.014281156754931024,1
2020-05-19,5460.5,0.010305654233274009,1
2020-05-20,5559.5,0.018130207856423386,1
2020-05-21,5573.0,0.0024282759240938923,1
2020-05-22,5550.4,-0.00405526646330534,0
2020-05-25,5513.7,-0.006612136062265739,0
2020-05-26,5615.6,0.018481237644413007,1
2020-05-27,5780.0,0.029275589429446525,1
2020-05-28,5775.0,-0.0008650519031141446,0
2020-05-29,5851.1,0.013177489177489177,1
2020-06-01,5755.7,-0.016304626480490914,0
2020-06-02,5819.2,0.011032541654359962,1
2020-06-03,5835.1,0.002732334341490228,1
2020-06-04,5941.6,0.018251615225103324,1
2020-06-05,5991.8,0.008448902652484103,1
2020-06-09,5998.7,0.0011515738175504886,1
2020-06-10,6144.9,0.024371947255238613,1
